adopted,animal_type,sex,intake_condition,intake_type,age_years
0,cat,Male,normal,stray,0.2518822724161533
0,cat,Male,under age/weight,stray,0.05475701574264202
1,cat,Male,normal,owner surrender,0.3915126625598905
1,cat,Neutered,normal,stray,0.2518822724161533
1,dog,Neutered,normal,stray,0.999315537303217
0,cat,Neutered,normal,stray,0.999315537303217
0,dog,Spayed,normal,stray,1.002053388090349
0,dog,Spayed,normal,stray,0.9828884325804244
0,cat,Male,injured severe,stray,4
1,cat,Neutered,normal,stray,1.998631074606434
0,cat,Neutered,normal,stray,3.0006844626967832
0,cat,Spayed,normal,stray,1.2867898699520877
0,cat,Spayed,normal,stray,1.9931553730321698
0,cat,Spayed,normal,return,2.0095824777549622
0,cat,Male,under age/weight,stray,0.08213552361396304
1,cat,Male,under age/weight,stray,0.01642710472279261
0,cat,Male,under age/weight,stray,0.01642710472279261
0,cat,Unknown,ill moderate,stray,2.001368925393566
1,dog,Neutered,fractious,owner surrender,7.928815879534565
1,cat,Neutered,normal,owner surrender,9.412731006160165
0,cat,Unknown,ill moderate,stray,0.08487337440109514
1,dog,Female,normal,stray,1.998631074606434
0,reptile,Male,normal,other,4.982888432580425
0,dog,Male,normal,stray,8.999315537303216
0,dog,Female,other,stray,12.999315537303216
0,cat,Spayed,injured mild,stray,4
0,cat,Male,normal,owner surrender,0.13963039014373715
0,cat,Female,normal,owner surrender,1.998631074606434
0,cat,Male,normal,stray,0.2518822724161533
0,cat,Neutered,under age/weight,stray,0.06570841889117043
0,cat,Male,under age/weight,stray,0.06570841889117043
0,dog,Female,normal,stray,4.999315537303217
0,dog,Male,injured severe,stray,2.9979466119096507
1,cat,Male,normal,stray,0.243668720054757
0,dog,Male,normal,stray,9.201916495550993
0,dog,Female,normal,stray,4.999315537303217
1,cat,Neutered,ill moderate,stray,0.16700889801505817
1,cat,Neutered,other,return,4.117727583846681
0,dog,Female,ill moderate,stray,3.0006844626967832
1,dog,Neutered,normal,stray,0.999315537303217
1,dog,Spayed,ill severe,stray,8
0,cat,Male,ill moderate,stray,0.06297056810403832
1,dog,Neutered,normal,return,2.1574264202600957
0,cat,Neutered,feral,stray,4
1,dog,Spayed,normal,stray,1.002053388090349
1,cat,Spayed,normal,stray,0.019164955509924708
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Female,ill moderate,stray,0.08487337440109514
0,cat,Male,ill moderate,stray,0.06570841889117043
0,cat,Female,injured moderate,stray,2.001368925393566
0,dog,Neutered,injured mild,stray,12
0,cat,Unknown,under age/weight,stray,0.04106776180698152
1,dog,Male,normal,stray,1.998631074606434
0,cat,Female,under age/weight,stray,0.08213552361396304
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Unknown,under age/weight,stray,0.03285420944558522
0,cat,Female,under age/weight,stray,0.08213552361396304
0,cat,Unknown,under age/weight,stray,0.03285420944558522
0,cat,Female,normal,stray,3.0006844626967832
0,cat,Unknown,under age/weight,stray,0.08487337440109514
0,dog,Neutered,other,stray,6.05886379192334
0,dog,Female,ill severe,stray,9.998631074606434
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Female,under age/weight,stray,0.08213552361396304
0,cat,Unknown,under age/weight,stray,0.06570841889117043
0,cat,Neutered,normal,stray,10.209445585215606
1,dog,Spayed,normal,stray,0.8350444900752909
1,cat,Spayed,under age/weight,stray,0.08487337440109514
0,dog,Neutered,normal,owner surrender,10.001368925393566
1,dog,Spayed,normal,stray,0.999315537303217
0,dog,Male,normal,stray,13.998631074606434
1,cat,Neutered,under age/weight,stray,0.13415468856947296
1,cat,Female,under age/weight,stray,0.16700889801505817
1,cat,Spayed,under age/weight,stray,0.16700889801505817
0,dog,Spayed,other,stray,12.24640657084189
0,dog,Neutered,normal,stray,0.5065023956194388
1,dog,Spayed,normal,stray,4
0,dog,Neutered,normal,owner surrender,5.9986310746064335
0,dog,Male,normal,stray,4
0,cat,Spayed,normal,stray,1.998631074606434
0,cat,Female,normal,stray,0.2518822724161533
1,cat,Neutered,normal,stray,0.019164955509924708
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
0,cat,Female,normal,stray,0.2518822724161533
0,cat,Male,normal,stray,0.2518822724161533
0,cat,Female,normal,stray,0.999315537303217
1,dog,Neutered,normal,owner surrender,0.6625598904859685
0,cat,Female,ill severe,stray,2.001368925393566
0,reptile,Unknown,normal,stray,0.999315537303217
0,dog,Female,normal,stray,2.4941820670773445
0,cat,Female,normal,stray,0.243668720054757
1,cat,Female,normal,stray,0.2518822724161533
0,cat,Female,injured severe,stray,0.09856262833675565
0,cat,Female,normal,stray,0.2518822724161533
1,cat,Spayed,normal,stray,0.2518822724161533
0,cat,Spayed,normal,stray,0.999315537303217
0,dog,Female,ill moderate,stray,0.4188911704312115
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Unknown,under age/weight,stray,0
0,cat,Male,under age/weight,stray,0.07665982203969883
0,cat,Female,under age/weight,stray,0.07665982203969883
0,cat,Neutered,injured moderate,stray,3.0006844626967832
1,dog,Spayed,normal,stray,0.4106776180698152
0,cat,Male,under age/weight,stray,0.12594113620807665
0,dog,Male,other,stray,8
0,cat,Male,under age/weight,stray,0.12594113620807665
0,dog,Female,other,owner surrender,2.9979466119096507
0,cat,Female,under age/weight,stray,0.09856262833675565
0,cat,Female,normal,owner surrender,0.999315537303217
1,cat,Neutered,under age/weight,stray,0.05475701574264202
1,cat,Spayed,normal,stray,0.2518822724161533
0,cat,Neutered,injured severe,stray,9.00205338809035
0,cat,Female,under age/weight,stray,0.04380561259411362
0,cat,Male,under age/weight,stray,0.04380561259411362
0,cat,Female,under age/weight,stray,0.04380561259411362
1,cat,Neutered,under age/weight,stray,0.06023271731690623
0,cat,Female,ill mild,stray,7.9808350444900755
0,dog,Spayed,normal,confiscate,2.9979466119096507
0,dog,Female,normal,stray,5.9986310746064335
0,dog,Neutered,injured severe,stray,0.999315537303217
1,cat,Spayed,under age/weight,stray,0.04106776180698152
1,cat,Female,ill severe,stray,8
0,dog,Female,normal,stray,4
1,cat,Neutered,injured severe,stray,1.998631074606434
0,dog,Neutered,normal,stray,15.827515400410677
1,cat,Spayed,under age/weight,stray,0.05475701574264202
1,dog,Neutered,normal,return,8.019164955509925
1,cat,Neutered,under age/weight,stray,0.06570841889117043
1,dog,Neutered,normal,stray,0.8268309377138946
0,dog,Neutered,normal,stray,0.12320328542094455
1,dog,Spayed,normal,stray,0.999315537303217
1,dog,Neutered,normal,stray,0.49828884325804246
1,dog,Neutered,normal,stray,1.002053388090349
0,dog,Spayed,injured mild,stray,17.998631074606433
1,dog,Neutered,normal,stray,1.002053388090349
0,dog,Neutered,other,stray,1.998631074606434
0,dog,Male,normal,stray,4
0,cat,Female,injured severe,stray,0.057494866529774126
1,dog,Neutered,normal,stray,1.998631074606434
1,dog,Spayed,other,owner surrender,2.9979466119096507
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Neutered,feral,stray,3.0006844626967832
0,cat,Male,normal,owner surrender,0.4106776180698152
0,dog,Unknown,normal,stray,2.9979466119096507
0,cat,Neutered,normal,stray,10.001368925393566
1,dog,Male,normal,stray,3.0006844626967832
1,cat,Spayed,under age/weight,stray,0.08213552361396304
1,cat,Neutered,normal,stray,0.2518822724161533
1,cat,Spayed,normal,stray,0.2518822724161533
0,cat,Female,under age/weight,stray,0.08213552361396304
1,cat,Spayed,ill mild,stray,0.11772758384668036
0,guinea pig,Female,normal,stray,3.0006844626967832
0,cat,Unknown,under age/weight,stray,0.038329911019849415
0,cat,Female,injured moderate,stray,3.0006844626967832
0,cat,Male,under age/weight,stray,0.057494866529774126
0,cat,Female,under age/weight,stray,0.057494866529774126
1,dog,Spayed,normal,stray,1.002053388090349
0,cat,Female,normal,stray,2.001368925393566
1,cat,Neutered,normal,stray,0.2080766598220397
0,dog,Female,normal,welfare seized,4.999315537303217
0,dog,Male,normal,welfare seized,2.830937713894593
0,dog,Unknown,injured severe,stray,2.9979466119096507
0,cat,Neutered,ill moderate,stray,5.9986310746064335
0,reptile,Female,normal,other,0.999315537303217
0,dog,Male,normal,stray,2.9979466119096507
0,dog,Spayed,normal,stray,5.724845995893224
1,dog,Spayed,injured severe,stray,2.9979466119096507
1,cat,Neutered,under age/weight,stray,0.13141683778234087
0,dog,Male,ill severe,stray,2.001368925393566
0,dog,Female,normal,owner surrender,5.117043121149897
1,cat,Neutered,ill moderate,stray,0.12594113620807665
1,dog,Neutered,normal,stray,1.998631074606434
0,cat,Male,ill mild,stray,0.2518822724161533
0,dog,Neutered,normal,stray,4.999315537303217
1,dog,Neutered,normal,stray,2.9979466119096507
0,dog,Spayed,normal,stray,4.999315537303217
0,dog,Male,normal,stray,4
1,dog,Spayed,normal,stray,0.32854209445585214
1,cat,Spayed,under age/weight,stray,0.057494866529774126
0,cat,Female,under age/weight,stray,0.09856262833675565
0,cat,Spayed,feral,stray,5.9958932238193015
0,dog,Female,normal,owner surrender,10.151950718685832
0,dog,Spayed,normal,stray,9.127994524298426
0,cat,Unknown,normal,stray,0.2464065708418891
1,rabbit,Neutered,normal,owner surrender,3.0006844626967832
1,cat,Spayed,normal,stray,0.2518822724161533
0,cat,Male,normal,stray,0.2518822724161533
0,dog,Female,normal,owner surrender,0.9144421629021219
0,cat,Spayed,normal,stray,2.9979466119096507
0,dog,Spayed,normal,owner surrender,4.054757015742642
0,dog,Neutered,normal,stray,1.4072553045859
0,cat,Female,under age/weight,stray,0.08213552361396304
0,dog,Male,under age/weight,stray,0.11772758384668036
0,dog,Male,under age/weight,stray,0.11772758384668036
0,dog,Female,normal,stray,4.999315537303217
1,dog,Female,normal,stray,4.999315537303217
0,cat,Male,under age/weight,stray,0.08487337440109514
0,dog,Male,normal,stray,2.001368925393566
0,dog,Neutered,normal,other,0.2929500342231348
0,dog,Female,normal,stray,0.5804243668720055
0,cat,Neutered,injured severe,stray,0.33127994524298426
0,cat,Female,ill severe,stray,0.16700889801505817
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
1,cat,Spayed,feral,stray,0.16700889801505817
0,dog,Male,normal,stray,0.9828884325804244
0,cat,Female,other,stray,0.999315537303217
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
1,cat,Neutered,under age/weight,stray,0.13963039014373715
1,cat,Female,under age/weight,stray,0.008213552361396304
1,dog,Neutered,normal,return,1.73305954825462
1,cat,Neutered,under age/weight,stray,0.008213552361396304
0,cat,Unknown,under age/weight,stray,0
1,cat,Male,ill mild,stray,0.08487337440109514
1,cat,Neutered,under age/weight,stray,0.16427104722792607
1,cat,Neutered,ill moderate,stray,0.999315537303217
0,cat,Spayed,ill mild,stray,1.9904175222450375
1,dog,Neutered,normal,return,0.917180013689254
1,cat,Spayed,injured mild,stray,2.001368925393566
0,cat,Female,injured severe,stray,10.001368925393566
0,cat,Unknown,under age/weight,stray,0.07665982203969883
0,cat,Neutered,normal,stray,0.1697467488021903
0,dog,Female,normal,stray,10.001368925393566
1,cat,Spayed,normal,welfare seized,0.33401779603011633
1,cat,Neutered,normal,owner surrender,3.0006844626967832
0,cat,Neutered,fractious,stray,4
0,dog,Female,normal,stray,4
0,cat,Male,under age/weight,stray,0.08487337440109514
0,cat,Female,normal,stray,0.999315537303217
0,cat,Unknown,injured severe,stray,1.998631074606434
0,cat,Male,normal,stray,0.4188911704312115
0,cat,Female,normal,owner surrender,0.4106776180698152
0,cat,Female,normal,stray,0.999315537303217
1,cat,Neutered,normal,owner surrender,0.5995893223819302
1,dog,Male,normal,stray,3.0006844626967832
1,dog,Spayed,normal,return,2.0369609856262834
0,cat,Male,under age/weight,stray,0.08487337440109514
0,cat,Neutered,normal,stray,4
1,dog,Spayed,normal,stray,5.878165639972622
0,cat,Neutered,fractious,stray,7.268993839835729
0,dog,Male,normal,stray,3.0006844626967832
0,cat,Male,under age/weight,stray,0.06570841889117043
0,cat,Spayed,normal,stray,1.998631074606434
1,cat,Spayed,under age/weight,stray,0.057494866529774126
0,cat,Male,normal,stray,0.16700889801505817
0,dog,Spayed,normal,stray,0.4544832306639288
0,dog,Male,normal,stray,0.999315537303217
0,cat,Female,under age/weight,stray,0.08487337440109514
0,cat,Male,under age/weight,stray,0.06570841889117043
0,cat,Female,normal,stray,5.002053388090349
0,dog,Neutered,other,confiscate,15.937029431895962
1,cat,Spayed,normal,stray,0.49555099247091033
0,cat,Unknown,ill moderate,stray,0.08213552361396304
0,cat,Female,ill severe,stray,9.998631074606434
0,cat,Unknown,ill moderate,stray,0.08213552361396304
0,cat,Unknown,ill moderate,stray,0.08213552361396304
1,cat,Neutered,under age/weight,stray,0.08213552361396304
0,cat,Male,normal,owner surrender,8.999315537303216
1,dog,Spayed,normal,stray,0.6652977412731006
0,dog,Male,other,owner surrender,4.435318275154004
1,cat,Neutered,ill severe,stray,9.990417522245037
0,cat,Male,normal,owner surrender,8
0,cat,Female,ill severe,stray,6.0013689253935665
0,cat,Female,normal,owner surrender,4
1,dog,Neutered,normal,stray,1.998631074606434
0,cat,Neutered,fractious,stray,2.9979466119096507
1,cat,Neutered,under age/weight,stray,0.07392197125256673
0,cat,Female,injured moderate,stray,4.999315537303217
0,cat,Neutered,fractious,return,5.02943189596167
0,dog,Spayed,normal,stray,6.414784394250513
0,cat,Unknown,under age/weight,stray,0.008213552361396304
1,cat,Neutered,normal,owner surrender,1.998631074606434
1,dog,Spayed,normal,stray,1.998631074606434
1,cat,Male,normal,stray,0.16700889801505817
0,cat,Spayed,normal,stray,0.919917864476386
1,dog,Male,normal,stray,3.0006844626967832
0,cat,Male,ill severe,stray,0.2518822724161533
0,dog,Neutered,normal,stray,15.997262149212867
0,cat,Male,injured moderate,stray,3.572895277207392
1,cat,Spayed,under age/weight,stray,0.06570841889117043
0,cat,Female,other,stray,0.05475701574264202
0,cat,Male,other,stray,0.05475701574264202
0,dog,Neutered,injured mild,stray,9.99315537303217
0,cat,Female,other,stray,0.05475701574264202
0,cat,Neutered,normal,stray,0.4188911704312115
0,cat,Male,under age/weight,stray,0.2546201232032854
0,cat,Unknown,normal,stray,0
0,cat,Male,under age/weight,stray,0.10130047912388775
0,cat,Male,under age/weight,stray,0.10130047912388775
0,cat,Male,injured moderate,stray,0.16700889801505817
0,cat,Male,under age/weight,stray,0.06570841889117043
0,cat,Female,under age/weight,stray,0.057494866529774126
0,cat,Female,under age/weight,stray,0.06570841889117043
0,cat,Female,under age/weight,stray,0.06570841889117043
1,dog,Spayed,normal,owner surrender,3.646817248459959
0,cat,Male,under age/weight,stray,0.06570841889117043
1,cat,Neutered,normal,stray,0.33675564681724846
0,cat,Male,injured severe,stray,4.999315537303217
0,dog,Male,normal,stray,2.001368925393566
0,cat,Female,normal,stray,0.16700889801505817
0,dog,Male,normal,welfare seized,6.98425735797399
0,dog,Spayed,normal,owner surrender,13.062286105407255
0,cat,Male,injured severe,stray,4.999315537303217
0,cat,Male,injured severe,stray,0.0054757015742642025
0,cat,Unknown,under age/weight,stray,0.08487337440109514
0,dog,Male,normal,stray,2.00684462696783
0,cat,Unknown,under age/weight,stray,0.08487337440109514
0,dog,Neutered,normal,owner surrender,3.3867214236824092
0,dog,Female,normal,stray,1.0376454483230664
0,cat,Female,normal,stray,3.0006844626967832
1,cat,Spayed,normal,stray,4.999315537303217
0,cat,Female,normal,stray,0.08213552361396304
0,cat,Male,under age/weight,stray,0.10951403148528405
0,cat,Male,under age/weight,stray,0.08487337440109514
0,dog,Male,normal,stray,4
0,cat,Neutered,normal,stray,1.998631074606434
0,dog,Male,normal,stray,4
0,cat,Male,ill severe,stray,0.038329911019849415
0,cat,Female,normal,stray,0.09034907597535935
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Female,under age/weight,stray,0.12046543463381246
1,cat,Neutered,ill mild,stray,0.24914442162902123
1,dog,Spayed,normal,stray,1.995893223819302
1,cat,Spayed,under age/weight,stray,0.03285420944558522
1,cat,Male,normal,stray,0.08213552361396304
0,dog,Neutered,injured moderate,stray,8.008213552361397
0,cat,Neutered,normal,stray,0.08213552361396304
1,cat,Spayed,normal,stray,0.08213552361396304
0,dog,Female,normal,stray,1.1690622861054072
0,dog,Male,normal,stray,0.999315537303217
1,cat,Neutered,under age/weight,stray,0.008213552361396304
0,dog,Male,normal,owner surrender,1.4976043805612593
1,cat,Spayed,normal,owner surrender,5.007529089664613
0,cat,Spayed,under age/weight,stray,0.06844626967830253
0,dog,Female,injured severe,owner surrender,0.12867898699520877
1,dog,Male,injured mild,stray,4
0,cat,Female,under age/weight,stray,0.08487337440109514
0,dog,Male,normal,stray,0.7173169062286106
1,cat,Spayed,ill severe,stray,6.16290212183436
0,cat,Female,ill severe,stray,0.04106776180698152
0,cat,Female,ill severe,stray,0.04106776180698152
0,cat,Female,ill severe,stray,0.04106776180698152
0,cat,Female,normal,stray,7.000684462696783
1,cat,Neutered,other,owner surrender,8
0,dog,Male,normal,stray,0.999315537303217
1,dog,Neutered,normal,stray,2.9979466119096507
0,cat,Male,normal,stray,0.008213552361396304
0,dog,Neutered,ill moderate,owner surrender,14.001368925393566
0,cat,Spayed,normal,stray,0.999315537303217
0,cat,Female,normal,stray,4
0,dog,Neutered,normal,stray,8
0,dog,Neutered,normal,stray,7.000684462696783
0,dog,Neutered,normal,owner surrender,11.58110882956879
0,dog,Male,other,owner surrender,14.729637234770705
0,cat,Unknown,injured severe,stray,3.0006844626967832
1,dog,Neutered,normal,stray,2.9979466119096507
0,dog,Female,normal,stray,2.9979466119096507
0,cat,Unknown,injured severe,stray,2.001368925393566
0,cat,Neutered,fractious,stray,0.49555099247091033
0,cat,Female,normal,stray,0.2080766598220397
0,cat,Female,normal,stray,0.16700889801505817
0,cat,Male,normal,stray,0.2080766598220397
0,cat,Male,normal,stray,0.16700889801505817
0,dog,Neutered,normal,stray,2.001368925393566
0,dog,Neutered,normal,stray,1.998631074606434
0,dog,Male,normal,stray,5.982203969883641
0,cat,Unknown,injured severe,stray,0.010951403148528405
0,cat,Male,injured severe,stray,4
0,cat,Neutered,fractious,stray,0.33401779603011633
0,dog,Male,normal,stray,9.546885694729637
0,dog,Male,normal,stray,4
0,cat,Spayed,fractious,stray,2.9979466119096507
0,cat,Female,normal,stray,0.16700889801505817
0,dog,Spayed,normal,stray,16.383299110198493
0,dog,Female,normal,stray,0.16700889801505817
0,dog,Neutered,normal,owner surrender,6.050650239561944
0,dog,Male,normal,stray,4
0,dog,Neutered,normal,stray,1.2292950034223136
0,dog,Neutered,normal,stray,1.998631074606434
1,dog,Spayed,normal,stray,1.995893223819302
0,cat,Spayed,ill severe,stray,1.002053388090349
0,dog,Neutered,normal,stray,4.287474332648871
1,dog,Neutered,normal,stray,1.998631074606434
0,dog,Male,normal,owner surrender,3.0006844626967832
1,cat,Neutered,normal,stray,0.2518822724161533
1,cat,Neutered,normal,stray,0.16700889801505817
0,dog,Female,normal,owner surrender,0.4134154688569473
0,cat,Male,under age/weight,stray,0.08213552361396304
0,dog,Neutered,normal,stray,1.998631074606434
0,cat,Neutered,ill mild,stray,7.000684462696783
0,cat,Neutered,normal,stray,4.717316906228611
1,cat,Spayed,normal,stray,6.0013689253935665
0,cat,Neutered,fractious,stray,8
0,cat,Spayed,normal,owner surrender,0.4188911704312115
0,dog,Male,under age/weight,stray,0.010951403148528405
0,dog,Spayed,normal,stray,1.998631074606434
0,dog,Female,ill moderate,stray,6.0013689253935665
0,cat,Unknown,under age/weight,stray,0.057494866529774126
0,dog,Female,ill severe,stray,4
0,dog,Spayed,normal,stray,8.005475701574264
1,cat,Neutered,normal,stray,0.08213552361396304
0,cat,Female,injured moderate,stray,0.32854209445585214
0,cat,Male,under age/weight,stray,0.038329911019849415
0,cat,Female,under age/weight,stray,0.038329911019849415
1,dog,Spayed,normal,stray,4
0,dog,Spayed,ill moderate,stray,9.174537987679672
0,dog,Neutered,normal,other,2.6721423682409307
0,dog,Male,normal,owner surrender,5.147159479808351
0,dog,Female,normal,stray,4
0,cat,Neutered,normal,stray,6.0013689253935665
1,cat,Female,injured mild,stray,0.15879534565366188
0,dog,Neutered,normal,stray,3.0006844626967832
0,cat,Female,normal,owner surrender,0.999315537303217
1,cat,Neutered,normal,stray,0.2327173169062286
0,dog,Neutered,normal,stray,4.254620123203286
1,dog,Neutered,normal,stray,1.5030800821355237
1,cat,Neutered,under age/weight,stray,0.10130047912388775
0,dog,Male,normal,stray,3.0006844626967832
1,cat,Spayed,under age/weight,stray,0.10130047912388775
0,cat,Male,normal,stray,0.837782340862423
1,cat,Spayed,normal,stray,0.16700889801505817
1,cat,Neutered,under age/weight,stray,0.05475701574264202
1,cat,Spayed,normal,stray,0.13415468856947296
0,dog,Male,normal,confiscate,0.999315537303217
1,cat,Female,normal,stray,0.16700889801505817
1,dog,Spayed,normal,stray,0.33401779603011633
1,cat,Neutered,ill mild,stray,0.16700889801505817
1,cat,Spayed,under age/weight,stray,0.13415468856947296
1,dog,Spayed,injured mild,stray,0.243668720054757
0,dog,Male,normal,stray,3.0006844626967832
0,cat,Female,normal,stray,0.16700889801505817
0,dog,Female,normal,confiscate,5.9986310746064335
0,cat,Male,under age/weight,stray,0.08213552361396304
0,dog,Female,normal,stray,3.0006844626967832
0,cat,Spayed,under age/weight,stray,0.08487337440109514
0,cat,Spayed,fractious,stray,1.998631074606434
1,cat,Neutered,fractious,stray,3.0006844626967832
0,cat,Female,under age/weight,stray,0.09856262833675565
0,dog,Male,other,owner surrender,1.998631074606434
0,cat,Unknown,under age/weight,stray,0.06023271731690623
0,cat,Unknown,under age/weight,stray,0.06023271731690623
0,dog,Male,normal,stray,5.002053388090349
0,dog,Neutered,normal,other,4
1,cat,Neutered,normal,owner surrender,11.36208076659822
0,cat,Male,under age/weight,stray,0.08213552361396304
0,cat,Male,under age/weight,stray,0.08487337440109514
0,cat,Female,under age/weight,stray,0.08213552361396304
0,dog,Male,injured severe,owner surrender,16.999315537303218
0,cat,Unknown,under age/weight,stray,0
0,dog,Female,normal,stray,0.999315537303217
1,cat,Neutered,injured severe,owner surrender,11.000684462696784
0,dog,Male,normal,owner surrender,4.999315537303217
1,dog,Spayed,injured mild,stray,0.6652977412731006
0,cat,Male,injured severe,stray,1.002053388090349
1,dog,Male,normal,stray,0.999315537303217
0,dog,Female,injured moderate,stray,6.91854893908282
0,dog,Male,normal,stray,9.995893223819301
0,dog,Male,other,other,7.000684462696783
0,cat,Spayed,normal,stray,1.998631074606434
0,cat,Unknown,ill mild,stray,0.03285420944558522
0,cat,Neutered,normal,stray,1.998631074606434
0,cat,Neutered,normal,stray,0.3750855578370979
0,cat,Unknown,feral,stray,0.11225188227241616
0,cat,Neutered,normal,stray,0.08213552361396304
0,cat,Unknown,injured severe,stray,0.49555099247091033
1,dog,Neutered,normal,stray,7.994524298425736
0,dog,Male,normal,stray,1.998631074606434
1,dog,Neutered,normal,owner surrender,1.3278576317590691
1,cat,Spayed,under age/weight,stray,0.08487337440109514
0,dog,Female,normal,stray,9.10609171800137
0,cat,Female,normal,stray,3.0006844626967832
0,dog,Female,ill severe,stray,0.4106776180698152
0,cat,Unknown,under age/weight,stray,0
1,cat,Spayed,other,stray,8
1,cat,Spayed,normal,stray,0.1697467488021903
1,cat,Spayed,normal,stray,0.1697467488021903
0,cat,Female,under age/weight,stray,0.019164955509924708
1,dog,Spayed,normal,stray,0.6461327857631759
1,dog,Male,normal,owner surrender,1.998631074606434
0,cat,Male,normal,owner surrender,3.0006844626967832
0,dog,Female,ill severe,stray,12.999315537303216
0,cat,Unknown,injured moderate,stray,8
1,dog,Neutered,normal,stray,0.4188911704312115
0,cat,Female,under age/weight,stray,0.057494866529774126
0,cat,Male,normal,stray,0.008213552361396304
0,cat,Male,normal,stray,0.008213552361396304
0,cat,Male,under age/weight,stray,0.0054757015742642025
0,cat,Male,normal,stray,0.008213552361396304
0,cat,Unknown,under age/weight,stray,0.0054757015742642025
0,cat,Female,normal,stray,0.008213552361396304
0,cat,Female,normal,stray,0.09856262833675565
0,cat,Male,normal,stray,0.008213552361396304
0,cat,Unknown,under age/weight,stray,0.04106776180698152
0,cat,Neutered,fractious,stray,3.0006844626967832
0,cat,Spayed,injured severe,stray,0.9938398357289527
0,dog,Male,normal,stray,2.001368925393566
1,cat,Neutered,normal,stray,0.16700889801505817
1,rabbit,Female,normal,owner surrender,0.999315537303217
1,cat,Female,other,return,0.4079397672826831
0,cat,Spayed,fractious,stray,1.998631074606434
0,dog,Male,normal,stray,0.16153319644079397
1,cat,Spayed,injured moderate,stray,0.08213552361396304
0,dog,Male,injured severe,stray,4.999315537303217
1,cat,Neutered,normal,stray,0.7474332648870636
1,cat,Neutered,normal,stray,0.7474332648870636
1,dog,Neutered,normal,confiscate,1.002053388090349
1,dog,Male,normal,welfare seized,2.001368925393566
0,dog,Male,normal,owner surrender,0.6652977412731006
0,cat,Male,ill mild,owner surrender,0.2518822724161533
0,cat,Female,ill mild,owner surrender,0.2518822724161533
0,dog,Female,normal,owner surrender,3.030800821355236
0,dog,Female,normal,stray,10.510609171800137
0,dog,Neutered,normal,stray,12.511978097193703
0,cat,Male,injured severe,stray,17.998631074606433
1,cat,Spayed,normal,stray,0.999315537303217
0,cat,Spayed,fractious,stray,1.7138945927446954
1,cat,Male,normal,stray,1.998631074606434
0,cat,Unknown,under age/weight,stray,0.08487337440109514
0,dog,Male,normal,welfare seized,3.0006844626967832
0,dog,Neutered,other,owner surrender,14.124572210814511
0,cat,Female,injured mild,stray,4.999315537303217
0,cat,Female,normal,stray,0.16700889801505817
0,cat,Spayed,feral,stray,0.999315537303217
1,cat,Spayed,normal,stray,0.6652977412731006
0,dog,Male,other,stray,15.000684462696784
0,cat,Female,normal,stray,0.16700889801505817
1,dog,Spayed,ill moderate,stray,13.998631074606434
0,cat,Female,injured severe,stray,0.49555099247091033
0,cat,Neutered,feral,stray,3.0006844626967832
1,dog,Female,normal,stray,6.997946611909651
0,cat,Spayed,feral,stray,3.0006844626967832
0,dog,Female,normal,stray,3.0006844626967832
0,cat,Male,under age/weight,stray,0.10403832991101986
1,cat,Spayed,normal,stray,5.9986310746064335
0,cat,Female,under age/weight,stray,0.038329911019849415
0,cat,Neutered,under age/weight,stray,0.06570841889117043
0,dog,Female,ill moderate,stray,8.999315537303216
0,cat,Unknown,under age/weight,owner surrender,0.0054757015742642025
0,dog,Male,normal,stray,2.001368925393566
0,dog,Female,ill mild,stray,0.2518822724161533
0,cat,Unknown,under age/weight,stray,0.08213552361396304
0,cat,Unknown,under age/weight,stray,0.08213552361396304
0,cat,Female,normal,stray,1.002053388090349
0,cat,Neutered,injured moderate,stray,1.002053388090349
0,dog,Male,normal,confiscate,1.998631074606434
0,dog,Male,injured mild,owner surrender,1.5003422313483916
0,dog,Female,normal,confiscate,4
0,cat,Spayed,under age/weight,stray,0.06570841889117043
0,cat,Male,under age/weight,stray,0.01642710472279261
0,cat,Female,injured moderate,stray,1.002053388090349
1,dog,Neutered,normal,owner surrender,11.994524298425736
1,dog,Male,injured moderate,stray,0.999315537303217
0,cat,Female,ill moderate,stray,1.998631074606434
0,cat,Female,under age/weight,stray,0.038329911019849415
0,dog,Male,normal,stray,2.9979466119096507
0,cat,Male,normal,stray,0.32854209445585214
0,cat,Female,normal,stray,0.16700889801505817
1,cat,Spayed,normal,stray,0.5037645448323066
0,dog,Neutered,normal,stray,16.747433264887064
1,cat,Neutered,under age/weight,stray,0.10677618069815195
1,dog,Male,ill mild,stray,1.998631074606434
0,dog,Male,ill mild,stray,5.9986310746064335
0,dog,Neutered,normal,other,3.5564681724845997
0,dog,Male,normal,stray,0.49555099247091033
0,dog,Male,injured severe,stray,0.5037645448323066
1,rabbit,Neutered,normal,stray,3.0006844626967832
