adopted,animal_type,sex,intake_condition,intake_type,age_years,age_scaled
0,cat,Spayed,feral,stray,0.999315537303217,-0.42169587048231766
0,cat,Female,injured severe,stray,5.002053388090349,0.8015473869295816
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Spayed,normal,owner surrender,6.565366187542779,1.279298344509742
0,cat,Male,under age/weight,stray,0.057494866529774126,-0.7095178134027644
0,dog,Neutered,normal,other,5.675564681724846,1.0073735437854825
0,cat,Male,under age/weight,stray,0.01642710472279261,-0.7220681888208074
0,guinea pig,Female,normal,owner surrender,2.4969199178644765,0.03597448642897436
0,rabbit,Neutered,normal,owner surrender,1.998631074606434,-0.11630340197661093
0,cat,Neutered,normal,stray,0.057494866529774126,-0.7095178134027644
0,cat,Male,injured severe,stray,1.998631074606434,-0.11630340197661093
0,cat,Unknown,injured severe,stray,3.0006844626967832,0.189925758223632
0,cat,Unknown,under age/weight,stray,0.024640657084188913,-0.7195581137371987
0,cat,Unknown,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Male,ill severe,stray,4.999315537303217,0.8007106952350455
0,cat,Female,normal,stray,0.08213552361396304,-0.7019875881519388
0,cat,Neutered,feral,stray,3.0006844626967832,0.189925758223632
0,cat,Male,ill severe,stray,0.04106776180698152,-0.7145379635699817
0,dog,Male,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Female,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Unknown,ill severe,stray,0.16700889801505817,-0.6760501456213172
0,cat,Spayed,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Neutered,injured mild,stray,5.002053388090349,0.8015473869295816
0,dog,Male,fractious,owner surrender,4.999315537303217,0.8007106952350455
0,dog,Spayed,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Neutered,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,ill severe,stray,2.001368925393566,-0.11546671028207477
0,cat,Spayed,normal,stray,0.4161533196440794,-0.5999112014185246
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Female,injured severe,stray,12,2.9401313581640647
0,dog,Neutered,normal,stray,8.101300479123887,1.7486823851445403
0,dog,Spayed,normal,stray,2.299794661190965,-0.024267315577630875
0,dog,Male,under age/weight,stray,0.019164955509924708,-0.721231497126271
0,cat,Spayed,normal,stray,6.962354551676934,1.4006186402174883
0,cat,Female,ill mild,stray,0.08213552361396304,-0.7019875881519388
0,dog,Female,normal,stray,2.001368925393566,-0.11546671028207477
0,cat,Female,injured severe,stray,0.999315537303217,-0.42169587048231766
0,cat,Male,injured mild,stray,0.11498973305954825,-0.6919472878175047
0,dog,Unknown,under age/weight,stray,0,-0.7270883389880244
0,dog,Female,normal,stray,4.999315537303217,0.8007106952350455
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Spayed,normal,stray,0.6652977412731006,-0.523772257215732
0,cat,Neutered,ill moderate,stray,3.0006844626967832,0.189925758223632
0,cat,Male,normal,owner surrender,11.000684462696784,2.634738889658358
0,dog,Spayed,ill mild,stray,9.995893223819301,2.327673037763579
0,cat,Unknown,injured severe,stray,4.999315537303217,0.8007106952350455
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Unknown,injured severe,stray,3.0006844626967832,0.189925758223632
0,cat,Male,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,dog,Male,other,stray,8.988364134154688,2.0197704941742636
0,cat,Spayed,ill mild,stray,0.15331964407939766,-0.6802336040939981
0,cat,Male,injured severe,stray,0.2518822724161533,-0.6501127030906956
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Neutered,ill mild,stray,6.997946611909651,1.411495632246459
0,cat,Spayed,fractious,stray,0.16700889801505817,-0.6760501456213172
0,dog,Female,normal,stray,0.9965776865160849,-0.4225325621768538
0,dog,Neutered,normal,stray,5.760438056125941,1.033310986316104
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,injured severe,stray,0.07939767282683094,-0.7028242798464751
0,dog,Female,normal,welfare seized,1.995893223819302,-0.11714009367114711
0,cat,Male,under age/weight,stray,0.11225188227241616,-0.6927839795120408
0,cat,Unknown,ill mild,stray,0.16700889801505817,-0.6760501456213172
0,cat,Neutered,injured mild,stray,2.001368925393566,-0.11546671028207477
0,cat,Female,ill severe,stray,4.999315537303217,0.8007106952350455
0,cat,Male,under age/weight,stray,0.008213552361396304,-0.7245782639044158
0,cat,Unknown,ill severe,stray,3.0006844626967832,0.189925758223632
0,cat,Neutered,ill mild,owner surrender,0.999315537303217,-0.42169587048231766
0,cat,Neutered,feral,stray,3.0006844626967832,0.189925758223632
0,dog,Male,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Spayed,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Male,ill moderate,stray,0.12320328542094455,-0.6894372127338961
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,normal,stray,0.2080766598220397,-0.6634997702032744
0,dog,Male,normal,stray,8,1.7177247924467018
0,cat,Male,normal,stray,0.16153319644079397,-0.6777235290103897
0,cat,Unknown,injured moderate,stray,0.5037645448323066,-0.5731370671933667
0,dog,Male,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Male,ill mild,stray,5.9986310746064335,1.106103163740752
0,cat,Male,injured severe,stray,0.999315537303217,-0.42169587048231766
0,cat,Female,normal,stray,0.16700889801505817,-0.6760501456213172
0,dog,Neutered,normal,stray,0.5037645448323066,-0.5731370671933667
0,cat,Male,injured severe,stray,0.6707734428473648,-0.5220988738266595
0,cat,Female,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Male,under age/weight,stray,0.008213552361396304,-0.7245782639044158
0,cat,Spayed,fractious,stray,4.999315537303217,0.8007106952350455
0,cat,Spayed,normal,other,0.5037645448323066,-0.5731370671933667
0,cat,Neutered,fractious,stray,0.999315537303217,-0.42169587048231766
0,cat,Female,normal,stray,0.16700889801505817,-0.6760501456213172
0,cat,Spayed,feral,stray,3.0006844626967832,0.189925758223632
0,cat,Spayed,feral,stray,3.0006844626967832,0.189925758223632
0,cat,Male,normal,stray,0.04654346338124572,-0.7128645801809093
0,cat,Male,ill severe,stray,2.001368925393566,-0.11546671028207477
0,cat,Neutered,ill moderate,owner surrender,1.5030800821355237,-0.26774459868766
0,cat,Female,ill severe,stray,3.0006844626967832,0.189925758223632
0,dog,Unknown,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Male,injured severe,stray,3.0006844626967832,0.189925758223632
0,dog,Male,normal,owner surrender,8.799452429842573,1.962038767251267
0,cat,Spayed,normal,stray,0.2080766598220397,-0.6634997702032744
0,cat,Male,normal,stray,0.16700889801505817,-0.6760501456213172
0,cat,Female,injured severe,stray,0.49555099247091033,-0.5756471422769753
0,cat,Spayed,normal,stray,8.999315537303216,2.023117260952408
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Female,under age/weight,stray,0.12594113620807665,-0.68860052103936
0,dog,Female,ill mild,stray,0.16700889801505817,-0.6760501456213172
0,dog,Female,normal,stray,12.5201916495551,3.0991027801259396
0,dog,Neutered,normal,owner surrender,10.99794661190965,2.6339021979638217
0,cat,Female,under age/weight,stray,0.07392197125256673,-0.7044976632355474
0,dog,Female,ill severe,stray,4,0.4953182267293386
0,dog,Spayed,injured severe,stray,6.168377823408624,1.1579780488019955
0,dog,Male,normal,other,0.6625598904859685,-0.5246089489102681
0,cat,Neutered,normal,stray,0.16700889801505817,-0.6760501456213172
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Female,ill severe,stray,14.99794661190965,3.856308763681185
0,cat,Neutered,normal,owner surrender,3.0006844626967832,0.189925758223632
0,dog,Female,normal,stray,7.000684462696783,1.4123323239409948
0,cat,Neutered,fractious,stray,4.999315537303217,0.8007106952350455
0,cat,Female,under age/weight,stray,0.05475701574264202,-0.7103545050973008
0,dog,Female,normal,stray,1.002053388090349,-0.42085917878778145
0,cat,Female,injured moderate,stray,0.999315537303217,-0.42169587048231766
0,dog,Neutered,other,stray,11.997262149212867,2.9392946664695283
0,cat,Male,normal,stray,0.15879534565366188,-0.6785602207049258
0,dog,Neutered,normal,stray,4.199863107460644,0.55639672043048
0,cat,Male,injured severe,stray,2.9979466119096507,0.1890890665290957
0,cat,Female,ill mild,stray,0.16700889801505817,-0.6760501456213172
0,cat,Neutered,ill moderate,stray,9.801505817932922,2.2682679274515096
0,dog,Female,normal,owner surrender,5.9986310746064335,1.106103163740752
0,dog,Unknown,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,dog,Spayed,normal,stray,4.999315537303217,0.8007106952350455
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,other,3.0006844626967832,0.189925758223632
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Male,under age/weight,stray,0.12046543463381246,-0.6902739044284324
0,cat,Female,under age/weight,stray,0.09856262833675565,-0.6969674379847217
0,cat,Unknown,injured severe,stray,3.0006844626967832,0.189925758223632
0,cat,Female,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,dog,Female,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,under age/weight,stray,0.06297056810403832,-0.7078444300136921
0,dog,Male,normal,stray,2.220396988364134,-0.04853137471918015
0,dog,Male,normal,stray,6.746064339493498,1.3345199963491299
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Female,normal,stray,0.16700889801505817,-0.6760501456213172
0,cat,Spayed,ill moderate,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,under age/weight,stray,0.057494866529774126,-0.7095178134027644
0,dog,Neutered,ill severe,owner surrender,11.419575633127995,2.762752718922394
0,cat,Female,under age/weight,stray,0.07392197125256673,-0.7044976632355474
0,cat,Female,under age/weight,stray,0.09308692676249145,-0.6986408213737941
0,cat,Female,normal,owner surrender,0.2053388090349076,-0.6643364618978106
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Spayed,fractious,stray,0.9938398357289527,-0.42336925387139007
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Female,normal,owner surrender,0.02190280629705681,-0.7203948054317348
0,cat,Unknown,under age/weight,stray,0.013689253935660506,-0.7229048805153435
0,cat,Neutered,ill severe,stray,4.999315537303217,0.8007106952350455
0,cat,Male,ill moderate,stray,0.08213552361396304,-0.7019875881519388
0,dog,Neutered,normal,stray,4.287474332648871,0.5831708546556379
0,dog,Male,normal,stray,0.7474332648870636,-0.49867150637964647
0,dog,Female,normal,stray,2.001368925393566,-0.11546671028207477
0,dog,Male,normal,stray,4.999315537303217,0.8007106952350455
0,cat,Female,injured severe,stray,1.002053388090349,-0.42085917878778145
0,dog,Spayed,other,stray,12.24640657084189,3.0154336106723214
0,cat,Male,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Female,under age/weight,stray,0.06023271731690623,-0.7086811217082283
0,dog,Neutered,other,confiscate,1.8179329226557153,-0.171525053815999
0,dog,Female,normal,stray,9.998631074606434,2.328509729458115
0,cat,Female,under age/weight,stray,0.057494866529774126,-0.7095178134027644
0,dog,Female,normal,stray,0.4928131416837782,-0.5764838339715115
0,cat,Female,normal,stray,0.10130047912388775,-0.6961307462901856
0,cat,Male,normal,stray,0.16700889801505817,-0.6760501456213172
0,cat,Spayed,normal,stray,2.001368925393566,-0.11546671028207477
0,dog,Female,normal,stray,2.001368925393566,-0.11546671028207477
0,cat,Male,fractious,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,normal,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Spayed,normal,stray,5.149897330595483,0.8467287384345354
0,dog,Neutered,injured mild,stray,11.978097193702943,2.9334378246077755
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Male,normal,stray,0.2518822724161533,-0.6501127030906956
0,dog,Neutered,normal,stray,1.7713894592744694,-0.18574881262311413
0,cat,Spayed,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Male,normal,stray,0.16700889801505817,-0.6760501456213172
0,cat,Neutered,injured severe,stray,8,1.7177247924467018
0,cat,Male,ill mild,stray,1.998631074606434,-0.11630340197661093
0,dog,Male,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Unknown,under age/weight,stray,0.057494866529774126,-0.7095178134027644
0,dog,Female,normal,stray,10.001368925393566,2.329346421152651
0,dog,Male,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Male,normal,stray,5.9986310746064335,1.106103163740752
0,dog,Female,ill moderate,stray,12,2.9401313581640647
0,cat,Female,under age/weight,stray,0.057494866529774126,-0.7095178134027644
0,dog,Neutered,normal,owner surrender,5.891854893908282,1.073472187653841
0,dog,Female,normal,stray,0.2518822724161533,-0.6501127030906956
0,dog,Neutered,other,owner surrender,8.999315537303216,2.023117260952408
0,cat,Male,ill moderate,stray,0.16700889801505817,-0.6760501456213172
0,dog,Female,normal,stray,7.000684462696783,1.4123323239409948
0,cat,Spayed,ill moderate,stray,0.33401779603011633,-0.62501195225461
0,cat,Female,normal,owner surrender,1.4976043805612593,-0.2694179820767324
0,cat,Female,under age/weight,stray,0.09856262833675565,-0.6969674379847217
0,dog,Neutered,normal,stray,7.000684462696783,1.4123323239409948
0,dog,Female,other,stray,12.999315537303216,3.2455238266697712
0,dog,Female,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Male,normal,stray,0.243668720054757,-0.652622778174304
0,cat,Unknown,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,cat,Female,under age/weight,stray,0.14236824093086928,-0.6835803708721429
0,dog,Neutered,normal,stray,7.9808350444900755,1.7118679505849483
0,cat,Male,normal,stray,0.16700889801505817,-0.6760501456213172
0,dog,Male,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Female,under age/weight,stray,0.07665982203969883,-0.7036609715410113
0,dog,Male,normal,stray,9.475701574264203,2.1687016158017043
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Spayed,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Female,ill mild,stray,0.16153319644079397,-0.6777235290103897
0,dog,Spayed,other,stray,7.594798083504449,1.5938944216553466
0,dog,Male,normal,stray,2.6913073237508556,0.0953795967410433
0,cat,Spayed,fractious,stray,1.002053388090349,-0.42085917878778145
0,dog,Neutered,ill severe,owner surrender,14.48870636550308,3.700684108497455
0,cat,Unknown,under age/weight,stray,0.019164955509924708,-0.721231497126271
0,cat,Spayed,fractious,stray,0.6707734428473648,-0.5220988738266595
0,dog,Neutered,other,owner surrender,6.242299794661191,1.1805687245544723
0,cat,Unknown,under age/weight,stray,0.06570841889117043,-0.707007738319156
0,dog,Neutered,normal,stray,12.947296372347708,3.229626684473584
0,cat,Female,injured severe,stray,10.001368925393566,2.329346421152651
0,cat,Female,under age/weight,stray,0.07392197125256673,-0.7044976632355474
0,cat,Female,under age/weight,stray,0.14236824093086928,-0.6835803708721429
0,cat,Male,under age/weight,stray,0.05201916495550993,-0.711191196791837
0,dog,Neutered,normal,confiscate,3.9616700889801506,0.4836045430058321
0,cat,Unknown,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Male,normal,stray,2.0095824777549622,-0.11295663519846624
0,cat,Male,ill moderate,stray,0.999315537303217,-0.42169587048231766
0,dog,Male,normal,stray,0.2464065708418891,-0.6517860864797679
0,dog,Male,ill moderate,stray,0.33401779603011633,-0.62501195225461
0,cat,Female,ill moderate,stray,1.998631074606434,-0.11630340197661093
0,dog,Male,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Male,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Female,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,ill severe,stray,0.2518822724161533,-0.6501127030906956
0,cat,Unknown,normal,stray,0.12320328542094455,-0.6894372127338961
0,dog,Male,normal,stray,9.998631074606434,2.328509729458115
0,cat,Unknown,under age/weight,stray,0.019164955509924708,-0.721231497126271
0,cat,Female,normal,stray,0.917180013689254,-0.44679662131840314
0,cat,Neutered,normal,owner surrender,1.8179329226557153,-0.171525053815999
0,cat,Spayed,under age/weight,stray,0.019164955509924708,-0.721231497126271
0,cat,Spayed,normal,stray,0.2518822724161533,-0.6501127030906956
0,cat,Female,normal,stray,0.16700889801505817,-0.6760501456213172
0,dog,Male,other,stray,8,1.7177247924467018
0,cat,Female,under age/weight,stray,0.07665982203969883,-0.7036609715410113
0,cat,Spayed,other,stray,4,0.4953182267293386
0,cat,Unknown,under age/weight,stray,0,-0.7270883389880244
0,cat,Neutered,ill mild,stray,9.998631074606434,2.328509729458115
0,dog,Neutered,injured mild,stray,4.03832991101985,0.5070319104528453
0,cat,Female,injured severe,stray,2.9979466119096507,0.1890890665290957
0,dog,Neutered,other,owner surrender,2.2833675564681726,-0.02928746574484791
0,cat,Male,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Unknown,injured moderate,stray,0.0054757015742642025,-0.725414955598952
0,cat,Spayed,ill moderate,stray,0.16700889801505817,-0.6760501456213172
0,dog,Neutered,ill moderate,owner surrender,11.342915811088295,2.739325351475381
0,cat,Unknown,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Male,normal,stray,4.005475701574264,0.496991610118411
0,dog,Female,normal,stray,3.0006844626967832,0.189925758223632
0,rabbit,Male,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Female,ill moderate,stray,8,1.7177247924467018
0,dog,Male,normal,stray,0.919917864476386,-0.445959929623867
0,cat,Spayed,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Female,under age/weight,stray,0.07665982203969883,-0.7036609715410113
0,cat,Male,injured severe,stray,0.999315537303217,-0.42169587048231766
0,dog,Spayed,injured mild,stray,8,1.7177247924467018
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,stray,4.999315537303217,0.8007106952350455
0,cat,Female,under age/weight,stray,0.01642710472279261,-0.7220681888208074
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Male,under age/weight,stray,0.24914442162902123,-0.6509493947852317
0,dog,Female,other,stray,0.09856262833675565,-0.6969674379847217
0,cat,Female,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,injured moderate,stray,2.001368925393566,-0.11546671028207477
0,cat,Male,under age/weight,stray,0.13415468856947296,-0.6860904459557513
0,dog,Female,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Male,injured moderate,stray,10.001368925393566,2.329346421152651
0,dog,Male,normal,other,3.0006844626967832,0.189925758223632
0,cat,Spayed,normal,other,0.9965776865160849,-0.4225325621768538
0,cat,Spayed,under age/weight,stray,0.09856262833675565,-0.6969674379847217
0,dog,Male,normal,stray,4,0.4953182267293386
0,dog,Male,normal,stray,0.4161533196440794,-0.5999112014185246
0,cat,Male,under age/weight,stray,0.06023271731690623,-0.7086811217082283
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Spayed,fractious,stray,4.999315537303217,0.8007106952350455
0,cat,Unknown,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,cat,Unknown,injured severe,stray,0.010951403148528405,-0.7237415722098797
0,cat,Female,under age/weight,stray,0.03559206023271732,-0.716211346959054
0,cat,Male,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,dog,Male,other,return,3.058179329226557,0.20749628380889176
0,dog,Spayed,under age/weight,stray,0.49555099247091033,-0.5756471422769753
0,rabbit,Neutered,normal,stray,0.4188911704312115,-0.5990745097239883
0,dog,Spayed,normal,stray,4,0.4953182267293386
0,cat,Spayed,under age/weight,stray,0.03285420944558522,-0.7170480386535901
0,dog,Male,normal,stray,1.1854893908281998,-0.36480083525385726
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,dog,Female,normal,owner surrender,2.9979466119096507,0.1890890665290957
0,reptile,Unknown,normal,other,3.0006844626967832,0.189925758223632
0,dog,Male,injured severe,stray,4,0.4953182267293386
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Unknown,under age/weight,stray,0.0027378507871321013,-0.7262516472934881
0,cat,Female,ill moderate,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,ill mild,stray,8,1.7177247924467018
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Unknown,under age/weight,stray,0.024640657084188913,-0.7195581137371987
0,dog,Neutered,normal,stray,5.9986310746064335,1.106103163740752
0,cat,Female,normal,stray,0.09582477754962354,-0.6978041296792579
0,cat,Spayed,ill mild,stray,0.08487337440109514,-0.7011508964574027
0,cat,Neutered,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Unknown,ill mild,stray,0.12594113620807665,-0.68860052103936
0,dog,Spayed,normal,stray,0.9828884325804244,-0.42671602064953473
0,dog,Male,normal,stray,6.0013689253935665,1.1069398554352883
0,cat,Spayed,normal,owner surrender,1.998631074606434,-0.11630340197661093
0,dog,Neutered,normal,stray,5.155373032169747,0.8484021218236077
0,dog,Male,normal,stray,2.4202600958247777,0.01254711898196126
0,cat,Male,ill mild,stray,0.16700889801505817,-0.6760501456213172
0,cat,Neutered,normal,stray,1.002053388090349,-0.42085917878778145
0,dog,Male,injured mild,stray,3.0006844626967832,0.189925758223632
0,cat,Spayed,normal,stray,0.2518822724161533,-0.6501127030906956
0,dog,Male,normal,stray,13.998631074606434,3.5509162951754782
0,cat,Female,under age/weight,stray,0.10951403148528405,-0.693620671206577
0,reptile,Female,normal,owner surrender,4,0.4953182267293386
0,rabbit,Spayed,normal,owner surrender,1.998631074606434,-0.11630340197661093
0,cat,Female,under age/weight,stray,0.08213552361396304,-0.7019875881519388
0,cat,Male,under age/weight,stray,0.008213552361396304,-0.7245782639044158
0,dog,Female,under age/weight,stray,0.11498973305954825,-0.6919472878175047
0,cat,Unknown,under age/weight,stray,0.02737850787132101,-0.7187214220426625
0,dog,Spayed,injured mild,stray,5.9986310746064335,1.106103163740752
0,cat,Unknown,under age/weight,stray,0,-0.7270883389880244
0,dog,Spayed,normal,stray,5.993155373032169,1.1044297803516796
0,cat,Female,normal,stray,0.1697467488021903,-0.675213453926781
0,cat,Female,ill mild,stray,0.10130047912388775,-0.6961307462901856
0,dog,Spayed,normal,stray,8,1.7177247924467018
0,dog,Female,ill mild,stray,0.8323066392881588,-0.4727340638490248
0,dog,Spayed,normal,stray,9.902806297056811,2.2992255201493492
0,dog,Female,normal,stray,4,0.4953182267293386
0,cat,Neutered,feral,stray,4,0.4953182267293386
0,cat,Unknown,under age/weight,stray,0.024640657084188913,-0.7195581137371987
0,dog,Spayed,normal,owner surrender,9.267624914442163,2.105113047016954
0,dog,Spayed,normal,stray,0.999315537303217,-0.42169587048231766
0,cat,Female,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Unknown,ill severe,stray,4,0.4953182267293386
0,cat,Female,normal,stray,0.2108145106091718,-0.6626630785087383
0,cat,Female,normal,stray,0.33675564681724846,-0.6241752605600739
0,cat,Spayed,feral,stray,0.8323066392881588,-0.4727340638490248
0,cat,Neutered,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,under age/weight,stray,0.10130047912388775,-0.6961307462901856
0,cat,Spayed,fractious,stray,3.0006844626967832,0.189925758223632
0,cat,Neutered,normal,stray,1.998631074606434,-0.11630340197661093
0,dog,Spayed,normal,stray,6.929500342231348,1.3905783398830542
0,reptile,Female,ill mild,owner surrender,0.7501711156741958,-0.4978348146851102
0,rabbit,Female,normal,stray,1.998631074606434,-0.11630340197661093
0,cat,Unknown,ill mild,stray,0.2518822724161533,-0.6501127030906956
0,dog,Spayed,normal,stray,4.941820670773443,0.7831401696497855
0,dog,Female,normal,stray,0.4134154688569473,-0.6007478931130608
0,guinea pig,Female,normal,owner surrender,1.998631074606434,-0.11630340197661093
0,dog,Male,normal,stray,9.546885694729637,2.190455599859645
0,dog,Neutered,injured severe,stray,6.0013689253935665,1.1069398554352883
0,cat,Female,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Neutered,injured moderate,stray,4.999315537303217,0.8007106952350455
0,dog,Neutered,normal,confiscate,6.570841889117043,1.2809717278988142
0,cat,Unknown,under age/weight,stray,0.05201916495550993,-0.711191196791837
0,cat,Unknown,under age/weight,stray,0.038329911019849415,-0.7153746552645178
0,dog,Male,normal,owner surrender,0.4188911704312115,-0.5990745097239883
0,cat,Spayed,feral,stray,0.5804243668720055,-0.5497096997463536
0,dog,Neutered,normal,owner surrender,3.0006844626967832,0.189925758223632
0,cat,Spayed,normal,stray,2.001368925393566,-0.11546671028207477
0,reptile,Unknown,normal,stray,0.999315537303217,-0.42169587048231766
0,dog,Female,normal,stray,0.49828884325804246,-0.5748104505824391
0,cat,Female,under age/weight,stray,0.13963039014373715,-0.684417062566679
0,cat,Female,normal,stray,0.49555099247091033,-0.5756471422769753
0,cat,Spayed,normal,stray,0.4188911704312115,-0.5990745097239883
0,cat,Neutered,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Male,normal,stray,1.0075290896646132,-0.41918579539870915
0,cat,Neutered,normal,stray,2.9979466119096507,0.1890890665290957
0,cat,Male,normal,stray,8.999315537303216,2.023117260952408
0,cat,Unknown,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,cat,Neutered,normal,stray,6.0013689253935665,1.1069398554352883
0,cat,Female,ill mild,stray,0.12320328542094455,-0.6894372127338961
0,cat,Female,injured severe,stray,3.0006844626967832,0.189925758223632
0,cat,Female,under age/weight,stray,0.0054757015742642025,-0.725414955598952
0,dog,Male,other,owner surrender,1.1690622861054072,-0.36982098542107433
0,dog,Neutered,normal,owner surrender,10.989733059548255,2.6313921228802135
0,cat,Neutered,normal,stray,0.057494866529774126,-0.7095178134027644
0,cat,Male,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,cat,Female,normal,stray,0.16700889801505817,-0.6760501456213172
0,cat,Spayed,normal,stray,3.0006844626967832,0.189925758223632
0,cat,Spayed,normal,stray,1.002053388090349,-0.42085917878778145
0,dog,Neutered,normal,stray,8.999315537303216,2.023117260952408
0,dog,Spayed,normal,stray,12,2.9401313581640647
0,cat,Neutered,ill mild,stray,0.07392197125256673,-0.7044976632355474
0,rabbit,Female,ill mild,stray,5.002053388090349,0.8015473869295816
0,cat,Female,under age/weight,stray,0.04106776180698152,-0.7145379635699817
0,dog,Male,normal,stray,6.997946611909651,1.411495632246459
0,cat,Male,normal,owner surrender,2.001368925393566,-0.11546671028207477
0,cat,Male,normal,stray,0.33675564681724846,-0.6241752605600739
0,dog,Neutered,normal,stray,6.0013689253935665,1.1069398554352883
0,dog,Neutered,other,owner surrender,2.8281998631074607,0.13721418146785247
0,dog,Male,normal,stray,8.999315537303216,2.023117260952408
0,dog,Neutered,normal,owner surrender,4.005475701574264,0.496991610118411
0,cat,Neutered,under age/weight,stray,0.08487337440109514,-0.7011508964574027
0,dog,Male,normal,stray,4,0.4953182267293386
0,dog,Female,normal,stray,8,1.7177247924467018
0,cat,Male,under age/weight,stray,0,-0.7270883389880244
0,guinea pig,Female,normal,owner surrender,2.9979466119096507,0.1890890665290957
0,dog,Male,normal,stray,3.0006844626967832,0.189925758223632
0,dog,Male,injured severe,stray,4.999315537303217,0.8007106952350455
